crop,window_id,window_label,simulation_run,sim_cycle_rain_mm,sim_mean_tmax_c,rain_sufficient,estab_dry_spell,temp_stress
maize,29,11-20 Oct,49,295.3,23.28,0,0,0
maize,29,11-20 Oct,50,273.4,23.62,0,0,0
maize,29,11-20 Oct,51,291.9,23.16,0,0,0
maize,29,11-20 Oct,52,368.9,23.46,1,0,0
maize,29,11-20 Oct,53,284.1,23.66,0,0,0
maize,29,11-20 Oct,54,346.7,22.38,1,0,0
maize,29,11-20 Oct,55,320.6,23.0,0,0,0
maize,29,11-20 Oct,56,308.2,22.73,0,0,0
maize,29,11-20 Oct,57,319.1,23.34,0,0,0
maize,29,11-20 Oct,58,326.6,23.13,0,0,0
maize,29,11-20 Oct,59,381.0,22.62,1,0,0
maize,29,11-20 Oct,60,284.0,23.32,0,0,0
maize,29,11-20 Oct,61,321.7,23.26,0,0,0
maize,29,11-20 Oct,62,389.7,23.18,1,0,0
maize,29,11-20 Oct,63,277.3,23.12,0,0,0
maize,29,11-20 Oct,64,329.6,24.16,0,0,0
maize,29,11-20 Oct,65,396.6,23.46,1,0,0
maize,29,11-20 Oct,66,385.0,22.97,1,0,0
maize,29,11-20 Oct,67,358.8,23.24,1,0,0
maize,29,11-20 Oct,68,357.9,22.51,1,0,0
maize,29,11-20 Oct,69,327.2,23.28,0,0,0
maize,29,11-20 Oct,70,329.5,23.05,0,0,0
maize,29,11-20 Oct,71,391.3,23.15,1,0,0
maize,29,11-20 Oct,72,365.6,23.59,1,0,0
maize,29,11-20 Oct,73,322.6,23.06,0,0,0
maize,29,11-20 Oct,74,299.6,23.59,0,0,0
maize,29,11-20 Oct,75,297.4,23.36,0,0,0
maize,29,11-20 Oct,76,380.5,23.43,1,0,0
maize,29,11-20 Oct,77,338.6,23.64,1,0,0
maize,29,11-20 Oct,78,369.4,23.18,1,0,0
maize,29,11-20 Oct,79,323.9,22.57,0,0,0
maize,29,11-20 Oct,80,340.9,22.77,1,0,0
maize,29,11-20 Oct,81,335.9,22.93,1,0,0
maize,29,11-20 Oct,82,338.3,23.53,1,0,0
maize,29,11-20 Oct,83,359.6,23.29,1,0,0
maize,29,11-20 Oct,84,343.8,23.07,1,0,0
maize,29,11-20 Oct,85,288.8,23.51,0,0,0
maize,29,11-20 Oct,86,353.5,23.66,1,0,0
maize,29,11-20 Oct,87,333.0,23.38,1,0,0
maize,29,11-20 Oct,88,306.2,22.41,0,0,0
maize,29,11-20 Oct,89,303.5,23.12,0,0,0
maize,29,11-20 Oct,90,346.7,23.12,1,0,0
maize,29,11-20 Oct,91,381.5,22.78,1,0,0
maize,29,11-20 Oct,92,288.2,23.64,0,0,0
maize,29,11-20 Oct,93,306.4,23.72,0,0,0
maize,29,11-20 Oct,94,366.9,23.26,1,0,0
maize,29,11-20 Oct,95,361.0,23.07,1,0,0
maize,29,11-20 Oct,96,372.1,23.43,1,0,0
maize,29,11-20 Oct,97,410.8,23.43,1,0,0
maize,29,11-20 Oct,98,331.8,23.9,1,0,0
maize,29,11-20 Oct,99,392.4,23.26,1,0,0
maize,30,21-31 Oct,0,268.8,23.16,0,0,0
maize,30,21-31 Oct,1,353.5,22.73,1,0,0
maize,30,21-31 Oct,2,316.5,23.28,0,0,0
maize,30,21-31 Oct,3,406.6,23.35,1,0,0
maize,30,21-31 Oct,4,319.1,23.63,0,0,0
maize,30,21-31 Oct,5,329.4,23.35,0,0,0
maize,30,21-31 Oct,6,276.5,22.94,0,0,0
maize,30,21-31 Oct,7,363.3,23.38,1,0,0
maize,30,21-31 Oct,8,250.7,23.02,0,0,0
maize,30,21-31 Oct,9,288.7,23.72,0,0,0
maize,30,21-31 Oct,10,255.9,23.21,0,0,0
maize,30,21-31 Oct,11,301.3,22.99,0,0,0
maize,30,21-31 Oct,12,246.3,23.62,0,0,0
maize,30,21-31 Oct,13,374.7,23.16,1,0,0
maize,30,21-31 Oct,14,339.2,22.74,1,0,0
maize,30,21-31 Oct,15,361.9,22.9,1,0,0
maize,30,21-31 Oct,16,329.5,23.09,0,0,0
maize,30,21-31 Oct,17,338.0,23.09,1,0,0
maize,30,21-31 Oct,18,294.4,23.32,0,0,0
maize,30,21-31 Oct,19,313.8,23.42,0,0,0
maize,30,21-31 Oct,20,361.2,23.03,1,0,0
maize,30,21-31 Oct,21,309.6,23.06,0,0,0
maize,30,21-31 Oct,22,265.1,23.34,0,0,0
maize,30,21-31 Oct,23,324.7,23.13,0,0,0
maize,30,21-31 Oct,24,309.0,22.63,0,0,0
maize,30,21-31 Oct,25,319.3,23.47,0,0,0
maize,30,21-31 Oct,26,312.9,23.38,0,0,0
maize,30,21-31 Oct,27,294.5,22.88,0,0,0
maize,30,21-31 Oct,28,307.0,22.99,0,0,0
maize,30,21-31 Oct,29,303.9,23.28,0,0,0
maize,30,21-31 Oct,30,325.3,23.25,0,0,0
maize,30,21-31 Oct,31,299.9,23.01,0,0,0
maize,30,21-31 Oct,32,340.1,23.5,1,0,0
maize,30,21-31 Oct,33,368.8,23.15,1,0,0
maize,30,21-31 Oct,34,306.3,23.25,0,0,0
maize,30,21-31 Oct,35,301.1,23.48,0,0,0
maize,30,21-31 Oct,36,318.8,23.45,0,0,0
maize,30,21-31 Oct,37,272.1,23.4,0,0,0
maize,30,21-31 Oct,38,297.1,23.46,0,0,0
maize,30,21-31 Oct,39,329.8,23.73,0,0,0
maize,30,21-31 Oct,40,291.0,23.22,0,0,0
maize,30,21-31 Oct,41,348.9,23.35,1,0,0
maize,30,21-31 Oct,42,269.9,22.9,0,0,0
maize,30,21-31 Oct,43,326.4,23.36,0,0,0
maize,30,21-31 Oct,44,326.0,23.39,0,0,0
maize,30,21-31 Oct,45,317.9,23.2,0,0,0
maize,30,21-31 Oct,46,304.9,22.85,0,0,0
maize,30,21-31 Oct,47,368.5,23.06,1,0,0
maize,30,21-31 Oct,48,274.7,22.79,0,0,0
maize,30,21-31 Oct,49,324.8,23.15,0,0,0
maize,30,21-31 Oct,50,315.2,23.25,0,0,0
maize,30,21-31 Oct,51,321.4,22.96,0,0,0
maize,30,21-31 Oct,52,316.3,23.07,0,0,0
maize,30,21-31 Oct,53,329.1,23.51,0,0,0
maize,30,21-31 Oct,54,347.5,23.65,1,0,0
maize,30,21-31 Oct,55,279.7,22.67,0,0,0
maize,30,21-31 Oct,56,312.9,22.35,0,0,0
maize,30,21-31 Oct,57,283.5,22.89,0,0,0
maize,30,21-31 Oct,58,333.6,23.4,1,0,0
maize,30,21-31 Oct,59,348.6,22.77,1,0,0
maize,30,21-31 Oct,60,337.9,23.42,1,0,0
maize,30,21-31 Oct,61,296.8,22.61,0,0,0
maize,30,21-31 Oct,62,274.4,23.03,0,0,0
maize,30,21-31 Oct,63,299.6,22.96,0,0,0
maize,30,21-31 Oct,64,340.6,22.91,1,0,0
maize,30,21-31 Oct,65,389.7,23.32,1,0,0
maize,30,21-31 Oct,66,283.7,23.43,0,0,0
maize,30,21-31 Oct,67,369.5,23.0,1,0,0
maize,30,21-31 Oct,68,306.5,23.33,0,0,0
maize,30,21-31 Oct,69,298.8,23.45,0,0,0
maize,30,21-31 Oct,70,289.1,22.84,0,0,0
maize,30,21-31 Oct,71,324.1,23.9,0,0,0
maize,30,21-31 Oct,72,339.7,22.63,1,0,0
maize,30,21-31 Oct,73,287.7,22.71,0,0,0
maize,30,21-31 Oct,74,312.9,22.89,0,0,0
maize,30,21-31 Oct,75,330.8,23.57,1,0,0
maize,30,21-31 Oct,76,346.0,22.99,1,0,0
maize,30,21-31 Oct,77,263.2,23.07,0,0,0
maize,30,21-31 Oct,78,319.6,23.39,0,0,0
maize,30,21-31 Oct,79,297.7,23.33,0,0,0
maize,30,21-31 Oct,80,359.3,22.9,1,0,0
maize,30,21-31 Oct,81,300.4,23.12,0,0,0
maize,30,21-31 Oct,82,328.4,22.83,0,0,0
maize,30,21-31 Oct,83,314.2,23.39,0,0,0
maize,30,21-31 Oct,84,354.0,23.04,1,0,0
maize,30,21-31 Oct,85,275.3,23.65,0,0,0
maize,30,21-31 Oct,86,338.1,23.21,1,0,0
maize,30,21-31 Oct,87,284.1,23.22,0,0,0
maize,30,21-31 Oct,88,336.1,23.1,1,0,0
maize,30,21-31 Oct,89,291.4,22.98,0,0,0
maize,30,21-31 Oct,90,338.4,22.84,1,0,0
maize,30,21-31 Oct,91,359.7,23.73,1,0,0
maize,30,21-31 Oct,92,304.6,23.32,0,0,0
maize,30,21-31 Oct,93,302.8,23.33,0,0,0
maize,30,21-31 Oct,94,285.8,23.24,0,0,0
maize,30,21-31 Oct,95,296.8,23.48,0,0,0
maize,30,21-31 Oct,96,326.2,22.92,0,0,0
maize,30,21-31 Oct,97,334.3,23.08,1,0,0
maize,30,21-31 Oct,98,308.1,23.71,0,0,0
maize,30,21-31 Oct,99,249.9,22.86,0,0,0
maize,31,1-10 Nov,0,253.2,23.32,0,0,0
maize,31,1-10 Nov,1,267.3,23.0,0,0,0
maize,31,1-10 Nov,2,283.9,22.63,0,0,0
maize,31,1-10 Nov,3,292.9,23.14,0,0,0
maize,31,1-10 Nov,4,274.9,22.75,0,0,0
maize,31,1-10 Nov,5,405.7,23.01,1,0,0
maize,31,1-10 Nov,6,317.3,23.01,0,0,0
maize,31,1-10 Nov,7,283.5,23.34,0,0,0
maize,31,1-10 Nov,8,272.3,23.32,0,0,0
maize,31,1-10 Nov,9,286.7,22.56,0,0,0
maize,31,1-10 Nov,10,300.1,23.76,0,0,0
maize,31,1-10 Nov,11,317.9,23.17,0,0,0
maize,31,1-10 Nov,12,293.5,23.18,0,0,0
maize,31,1-10 Nov,13,295.5,23.58,0,0,0
maize,31,1-10 Nov,14,319.3,22.46,0,0,0
maize,31,1-10 Nov,15,273.5,23.49,0,0,0
maize,31,1-10 Nov,16,284.1,22.95,0,0,0
maize,31,1-10 Nov,17,336.4,23.09,1,0,0
maize,31,1-10 Nov,18,278.0,22.85,0,0,0
maize,31,1-10 Nov,19,309.2,23.2,0,0,0
maize,31,1-10 Nov,20,301.1,23.21,0,0,0
maize,31,1-10 Nov,21,384.7,23.14,1,0,0
maize,31,1-10 Nov,22,284.1,23.05,0,0,0
maize,31,1-10 Nov,23,295.8,23.09,0,0,0
maize,31,1-10 Nov,24,405.1,22.84,1,0,0
maize,31,1-10 Nov,25,320.3,23.22,0,0,0
maize,31,1-10 Nov,26,375.0,23.06,1,0,0
maize,31,1-10 Nov,27,315.8,23.1,0,0,0
maize,31,1-10 Nov,28,268.3,22.62,0,0,0
maize,31,1-10 Nov,29,299.5,23.06,0,0,0
maize,31,1-10 Nov,30,294.0,22.56,0,0,0
maize,31,1-10 Nov,31,299.6,23.68,0,0,0
maize,31,1-10 Nov,32,293.4,23.53,0,0,0
maize,31,1-10 Nov,33,312.2,22.56,0,0,0
maize,31,1-10 Nov,34,269.0,23.25,0,0,0
maize,31,1-10 Nov,35,307.9,23.55,0,0,0
maize,31,1-10 Nov,36,281.8,23.26,0,0,0
maize,31,1-10 Nov,37,236.6,23.08,0,0,0
maize,31,1-10 Nov,38,277.5,23.41,0,0,0
maize,31,1-10 Nov,39,289.1,22.72,0,0,0
maize,31,1-10 Nov,40,272.0,23.07,0,0,0
maize,31,1-10 Nov,41,321.0,23.14,0,0,0
maize,31,1-10 Nov,42,303.9,22.78,0,0,0
maize,31,1-10 Nov,43,246.7,23.36,0,0,0
maize,31,1-10 Nov,44,323.7,22.79,0,0,0
maize,31,1-10 Nov,45,351.0,23.41,1,0,0
maize,31,1-10 Nov,46,309.4,23.25,0,0,0
maize,31,1-10 Nov,47,257.4,23.04,0,0,0
maize,31,1-10 Nov,48,269.2,23.24,0,0,0
maize,31,1-10 Nov,49,292.4,22.79,0,0,0
maize,31,1-10 Nov,50,292.3,22.64,0,0,0
maize,31,1-10 Nov,51,272.2,23.03,0,0,0
maize,31,1-10 Nov,52,310.5,23.0,0,0,0
maize,31,1-10 Nov,53,315.7,23.58,0,0,0
maize,31,1-10 Nov,54,265.9,22.96,0,0,0
maize,31,1-10 Nov,55,293.1,23.2,0,0,0
maize,31,1-10 Nov,56,294.5,23.11,0,0,0
maize,31,1-10 Nov,57,277.1,23.09,0,0,0
maize,31,1-10 Nov,58,355.8,23.38,1,0,0
maize,31,1-10 Nov,59,288.2,23.65,0,0,0
maize,31,1-10 Nov,60,293.7,23.48,0,0,0
maize,31,1-10 Nov,61,297.9,22.91,0,0,0
maize,31,1-10 Nov,62,270.5,23.14,0,0,0
maize,31,1-10 Nov,63,271.3,23.09,0,0,0
maize,31,1-10 Nov,64,300.1,23.36,0,0,0
maize,31,1-10 Nov,65,310.6,23.46,0,0,0
maize,31,1-10 Nov,66,248.7,23.79,0,0,0
maize,31,1-10 Nov,67,319.7,22.65,0,0,0
maize,31,1-10 Nov,68,279.5,22.89,0,0,0
maize,31,1-10 Nov,69,296.4,22.64,0,0,0
maize,31,1-10 Nov,70,272.7,23.34,0,0,0
maize,31,1-10 Nov,71,330.9,23.21,1,0,0
maize,31,1-10 Nov,72,327.4,23.32,0,0,0
maize,31,1-10 Nov,73,312.8,23.52,0,0,0
maize,31,1-10 Nov,74,245.3,23.75,0,0,0
maize,31,1-10 Nov,75,291.1,23.42,0,0,0
maize,31,1-10 Nov,76,267.0,22.88,0,0,0
maize,31,1-10 Nov,77,319.7,22.99,0,0,0
maize,31,1-10 Nov,78,311.9,23.12,0,0,0
maize,31,1-10 Nov,79,330.7,23.36,1,0,0
maize,31,1-10 Nov,80,333.9,23.25,1,0,0
maize,31,1-10 Nov,81,247.5,23.2,0,0,0
maize,31,1-10 Nov,82,324.4,23.31,0,0,0
maize,31,1-10 Nov,83,300.7,23.1,0,0,0
maize,31,1-10 Nov,84,317.1,23.23,0,0,0
maize,31,1-10 Nov,85,308.4,22.9,0,0,0
maize,31,1-10 Nov,86,271.2,23.06,0,0,0
maize,31,1-10 Nov,87,305.6,23.11,0,0,0
maize,31,1-10 Nov,88,317.9,23.32,0,0,0
maize,31,1-10 Nov,89,247.4,23.22,0,0,0
maize,31,1-10 Nov,90,271.9,23.03,0,0,0
maize,31,1-10 Nov,91,268.7,23.34,0,0,0
maize,31,1-10 Nov,92,386.5,23.16,1,0,0
maize,31,1-10 Nov,93,340.0,23.26,1,0,0
maize,31,1-10 Nov,94,222.7,23.45,0,0,0
maize,31,1-10 Nov,95,247.1,23.31,0,0,0
maize,31,1-10 Nov,96,311.2,23.23,0,0,0
maize,31,1-10 Nov,97,283.8,23.6,0,0,0
maize,31,1-10 Nov,98,298.2,23.76,0,0,0
maize,31,1-10 Nov,99,281.0,23.52,0,0,0
maize,32,11-20 Nov,0,331.2,23.77,1,0,0
maize,32,11-20 Nov,1,297.5,23.14,0,0,0
maize,32,11-20 Nov,2,376.5,23.23,1,0,0
maize,32,11-20 Nov,3,303.9,22.87,0,0,0
maize,32,11-20 Nov,4,337.4,23.1,1,0,0
maize,32,11-20 Nov,5,393.6,23.31,1,0,0
maize,32,11-20 Nov,6,297.9,23.03,0,0,0
maize,32,11-20 Nov,7,334.0,22.79,1,0,0
maize,32,11-20 Nov,8,350.3,23.16,1,0,0
maize,32,11-20 Nov,9,265.5,23.55,0,0,0
maize,32,11-20 Nov,10,323.3,23.37,0,0,0
maize,32,11-20 Nov,11,294.9,23.3,0,0,0
maize,32,11-20 Nov,12,299.0,23.42,0,0,0
maize,32,11-20 Nov,13,295.6,22.53,0,0,0
maize,32,11-20 Nov,14,308.3,23.02,0,0,0
maize,32,11-20 Nov,15,319.8,23.0,0,0,0
maize,32,11-20 Nov,16,308.7,23.04,0,0,0
maize,32,11-20 Nov,17,329.0,22.85,0,0,0
maize,32,11-20 Nov,18,309.8,22.89,0,0,0
maize,32,11-20 Nov,19,281.4,23.38,0,0,0
maize,32,11-20 Nov,20,287.7,22.74,0,0,0
maize,32,11-20 Nov,21,323.6,22.99,0,0,0
maize,32,11-20 Nov,22,340.3,22.98,1,0,0
maize,32,11-20 Nov,23,295.7,22.72,0,0,0
maize,32,11-20 Nov,24,322.3,23.45,0,0,0
maize,32,11-20 Nov,25,278.7,23.02,0,0,0
maize,32,11-20 Nov,26,313.4,23.3,0,0,0
maize,32,11-20 Nov,27,265.2,23.58,0,0,0
maize,32,11-20 Nov,28,289.9,23.33,0,0,0
maize,32,11-20 Nov,29,264.9,23.55,0,0,0
maize,32,11-20 Nov,30,303.4,23.25,0,0,0
maize,32,11-20 Nov,31,324.2,23.16,0,0,0
maize,32,11-20 Nov,32,286.1,22.72,0,0,0
maize,32,11-20 Nov,33,275.2,23.41,0,0,0
maize,32,11-20 Nov,34,331.3,22.91,1,0,0
maize,32,11-20 Nov,35,304.6,22.65,0,0,0
maize,32,11-20 Nov,36,306.3,22.89,0,0,0
maize,32,11-20 Nov,37,294.2,23.07,0,0,0
maize,32,11-20 Nov,38,343.7,23.11,1,0,0
maize,32,11-20 Nov,39,293.6,23.25,0,0,0
maize,32,11-20 Nov,40,301.9,23.37,0,0,0
maize,32,11-20 Nov,41,297.2,23.67,0,0,0
maize,32,11-20 Nov,42,259.1,22.73,0,0,0
maize,32,11-20 Nov,43,299.4,23.37,0,0,0
maize,32,11-20 Nov,44,346.2,23.1,1,0,0
maize,32,11-20 Nov,45,306.3,22.72,0,0,0
maize,32,11-20 Nov,46,244.7,23.95,0,0,0
maize,32,11-20 Nov,47,310.6,23.03,0,0,0
maize,32,11-20 Nov,48,275.6,22.97,0,0,0
maize,32,11-20 Nov,49,297.3,23.61,0,0,0
maize,32,11-20 Nov,50,264.3,23.33,0,0,0
maize,32,11-20 Nov,51,321.5,22.89,0,0,0
maize,32,11-20 Nov,52,217.3,22.99,0,0,0
maize,32,11-20 Nov,53,309.6,22.82,0,0,0
maize,32,11-20 Nov,54,316.6,23.43,0,0,0
maize,32,11-20 Nov,55,293.6,23.29,0,0,0
maize,32,11-20 Nov,56,269.1,23.24,0,0,0
maize,32,11-20 Nov,57,265.6,23.18,0,0,0
maize,32,11-20 Nov,58,291.0,23.24,0,0,0
maize,32,11-20 Nov,59,277.9,23.12,0,0,0
maize,32,11-20 Nov,60,282.5,23.52,0,0,0
maize,32,11-20 Nov,61,262.3,23.6,0,0,0
maize,32,11-20 Nov,62,296.8,22.97,0,0,0
maize,32,11-20 Nov,63,344.0,23.17,1,0,0
maize,32,11-20 Nov,64,310.8,22.71,0,0,0
maize,32,11-20 Nov,65,325.3,23.01,0,0,0
maize,32,11-20 Nov,66,318.6,23.32,0,0,0
maize,32,11-20 Nov,67,285.0,22.88,0,0,0
maize,32,11-20 Nov,68,237.7,23.15,0,0,0
maize,32,11-20 Nov,69,315.5,23.38,0,0,0
maize,32,11-20 Nov,70,281.3,23.44,0,0,0
maize,32,11-20 Nov,71,323.5,22.98,0,0,0
maize,32,11-20 Nov,72,239.3,22.89,0,0,0
maize,32,11-20 Nov,73,329.4,23.18,0,0,0
maize,32,11-20 Nov,74,318.9,23.04,0,0,0
maize,32,11-20 Nov,75,268.6,23.03,0,0,0
maize,32,11-20 Nov,76,317.6,23.05,0,0,0
maize,32,11-20 Nov,77,314.6,23.7,0,0,0
maize,32,11-20 Nov,78,319.8,22.98,0,0,0
maize,32,11-20 Nov,79,345.5,23.13,1,0,0
maize,32,11-20 Nov,80,349.2,23.06,1,0,0
maize,32,11-20 Nov,81,297.0,23.23,0,0,0
maize,32,11-20 Nov,82,275.2,23.01,0,0,0
maize,32,11-20 Nov,83,300.5,23.67,0,0,0
maize,32,11-20 Nov,84,397.2,23.18,1,0,0
maize,32,11-20 Nov,85,282.3,23.98,0,0,0
maize,32,11-20 Nov,86,302.2,23.35,0,0,0
maize,32,11-20 Nov,87,267.3,23.49,0,0,0
maize,32,11-20 Nov,88,270.0,22.95,0,0,0
maize,32,11-20 Nov,89,297.0,23.1,0,0,0
maize,32,11-20 Nov,90,338.8,22.69,1,0,0
maize,32,11-20 Nov,91,311.0,22.99,0,0,0
maize,32,11-20 Nov,92,326.2,23.05,0,0,0
maize,32,11-20 Nov,93,266.1,22.75,0,0,0
maize,32,11-20 Nov,94,374.3,23.16,1,0,0
maize,32,11-20 Nov,95,326.7,23.48,0,0,0
maize,32,11-20 Nov,96,259.6,22.87,0,0,0
maize,32,11-20 Nov,97,310.5,23.72,0,0,0
maize,32,11-20 Nov,98,253.1,22.85,0,0,0
maize,32,11-20 Nov,99,301.1,23.09,0,0,0
maize,33,21-30 Nov,0,303.6,23.54,0,0,0
maize,33,21-30 Nov,1,288.9,23.2,0,0,0
maize,33,21-30 Nov,2,277.6,22.93,0,0,0
maize,33,21-30 Nov,3,324.3,23.01,0,0,0
maize,33,21-30 Nov,4,295.1,23.08,0,0,0
maize,33,21-30 Nov,5,316.8,23.13,0,0,0
maize,33,21-30 Nov,6,278.9,22.32,0,0,0
maize,33,21-30 Nov,7,247.1,22.84,0,0,0
maize,33,21-30 Nov,8,395.8,22.93,1,0,0
maize,33,21-30 Nov,9,337.5,24.06,1,0,0
maize,33,21-30 Nov,10,285.9,22.57,0,0,0
maize,33,21-30 Nov,11,323.7,23.13,0,0,0
maize,33,21-30 Nov,12,369.5,23.6,1,0,0
maize,33,21-30 Nov,13,258.6,23.06,0,0,0
maize,33,21-30 Nov,14,294.8,23.31,0,0,0
maize,33,21-30 Nov,15,255.6,23.17,0,0,0
maize,33,21-30 Nov,16,339.3,23.47,1,0,0
maize,33,21-30 Nov,17,304.7,22.82,0,0,0
maize,33,21-30 Nov,18,321.3,22.65,0,0,0
maize,33,21-30 Nov,19,358.5,24.02,1,0,0
maize,33,21-30 Nov,20,314.1,22.67,0,0,0
maize,33,21-30 Nov,21,326.6,23.18,0,0,0
maize,33,21-30 Nov,22,408.8,23.48,1,0,0
maize,33,21-30 Nov,23,322.0,23.22,0,0,0
maize,33,21-30 Nov,24,332.4,23.11,1,0,0
maize,33,21-30 Nov,25,322.1,22.95,0,0,0
maize,33,21-30 Nov,26,266.6,23.43,0,0,0
maize,33,21-30 Nov,27,328.3,22.76,0,0,0
maize,33,21-30 Nov,28,297.6,23.32,0,0,0
maize,33,21-30 Nov,29,270.4,23.42,0,0,0
maize,33,21-30 Nov,30,351.3,22.83,1,0,0
maize,33,21-30 Nov,31,356.8,23.12,1,0,0
maize,33,21-30 Nov,32,322.7,22.87,0,0,0
maize,33,21-30 Nov,33,288.7,23.45,0,0,0
maize,33,21-30 Nov,34,262.3,23.03,0,0,0
maize,33,21-30 Nov,35,284.7,23.17,0,0,0
maize,33,21-30 Nov,36,347.1,23.44,1,0,0
maize,33,21-30 Nov,37,287.5,23.5,0,0,0
maize,33,21-30 Nov,38,296.8,23.18,0,0,0
maize,33,21-30 Nov,39,295.3,22.92,0,0,0
maize,33,21-30 Nov,40,323.5,22.59,0,0,0
maize,33,21-30 Nov,41,287.7,23.32,0,0,0
maize,33,21-30 Nov,42,356.3,23.37,1,0,0
maize,33,21-30 Nov,43,335.1,22.9,1,0,0
maize,33,21-30 Nov,44,336.8,22.78,1,0,0
maize,33,21-30 Nov,45,321.2,23.49,0,0,0
maize,33,21-30 Nov,46,342.0,23.56,1,0,0
maize,33,21-30 Nov,47,302.4,23.53,0,0,0
maize,33,21-30 Nov,48,211.0,23.21,0,0,0
maize,33,21-30 Nov,49,283.7,23.42,0,0,0
maize,33,21-30 Nov,50,314.0,23.54,0,0,0
maize,33,21-30 Nov,51,331.1,23.46,1,0,0
maize,33,21-30 Nov,52,291.1,23.41,0,0,0
maize,33,21-30 Nov,53,366.7,23.04,1,0,0
maize,33,21-30 Nov,54,272.8,23.85,0,0,0
maize,33,21-30 Nov,55,310.8,22.84,0,0,0
maize,33,21-30 Nov,56,292.7,24.0,0,0,0
maize,33,21-30 Nov,57,357.9,23.03,1,0,0
maize,33,21-30 Nov,58,345.0,22.93,1,0,0
maize,33,21-30 Nov,59,261.5,22.68,0,1,0
maize,33,21-30 Nov,60,303.3,23.27,0,0,0
maize,33,21-30 Nov,61,333.6,22.89,1,0,0
maize,33,21-30 Nov,62,372.6,23.39,1,0,0
maize,33,21-30 Nov,63,287.2,22.83,0,0,0
maize,33,21-30 Nov,64,264.5,22.66,0,0,0
maize,33,21-30 Nov,65,319.0,23.04,0,0,0
maize,33,21-30 Nov,66,361.1,23.43,1,0,0
maize,33,21-30 Nov,67,310.5,23.37,0,0,0
maize,33,21-30 Nov,68,287.2,23.1,0,0,0
maize,33,21-30 Nov,69,254.3,23.17,0,0,0
maize,33,21-30 Nov,70,337.7,23.48,1,0,0
maize,33,21-30 Nov,71,319.7,22.8,0,0,0
maize,33,21-30 Nov,72,301.6,22.72,0,0,0
maize,33,21-30 Nov,73,303.3,22.43,0,1,0
maize,33,21-30 Nov,74,250.7,23.61,0,0,0
maize,33,21-30 Nov,75,276.4,23.09,0,0,0
maize,33,21-30 Nov,76,283.3,22.88,0,0,0
maize,33,21-30 Nov,77,301.0,22.69,0,0,0
maize,33,21-30 Nov,78,245.9,23.2,0,0,0
maize,33,21-30 Nov,79,253.7,22.81,0,0,0
maize,33,21-30 Nov,80,289.4,22.79,0,0,0
maize,33,21-30 Nov,81,326.5,23.16,0,0,0
maize,33,21-30 Nov,82,301.5,23.78,0,0,0
maize,33,21-30 Nov,83,308.7,22.36,0,0,0
maize,33,21-30 Nov,84,309.6,23.02,0,0,0
maize,33,21-30 Nov,85,301.8,22.91,0,0,0
maize,33,21-30 Nov,86,292.3,23.44,0,0,0
maize,33,21-30 Nov,87,312.5,23.32,0,0,0
maize,33,21-30 Nov,88,270.6,23.22,0,0,0
maize,33,21-30 Nov,89,305.9,22.85,0,0,0
maize,33,21-30 Nov,90,320.3,23.92,0,0,0
maize,33,21-30 Nov,91,296.7,22.85,0,0,0
maize,33,21-30 Nov,92,315.8,23.16,0,0,0
maize,33,21-30 Nov,93,236.3,23.12,0,0,0
maize,33,21-30 Nov,94,262.8,23.07,0,0,0
maize,33,21-30 Nov,95,278.0,23.03,0,0,0
maize,33,21-30 Nov,96,353.8,23.03,1,0,0
maize,33,21-30 Nov,97,313.0,23.07,0,0,0
